uid,scale,item_index,dimension,response_reversed
149,BFI,22,Agreeableness,4.0
149,BFI,23,Conscientiousness,3.0
149,BFI,24,Neuroticism,3.0
149,BFI,25,Openness,3.0
149,BFI,26,Extraversion,3.0
149,BFI,27,Agreeableness,3.0
149,BFI,28,Conscientiousness,4.0
149,BFI,29,Neuroticism,3.0
149,BFI,30,Openness,3.0
149,BFI,31,Extraversion,3.0
149,BFI,32,Agreeableness,4.0
149,BFI,33,Conscientiousness,3.0
149,BFI,34,Neuroticism,2.0
149,BFI,35,Openness,3.0
149,BFI,36,Extraversion,3.0
149,BFI,37,Agreeableness,3.0
149,BFI,38,Conscientiousness,3.0
149,BFI,39,Neuroticism,3.0
149,BFI,40,Openness,3.0
149,BFI,41,Openness,3.0
149,BFI,42,Agreeableness,3.0
149,BFI,43,Conscientiousness,3.0
149,BFI,44,Openness,3.0
149,PANAS,1,Positive,3.0
149,PANAS,2,Negative,3.0
149,PANAS,3,Positive,3.0
149,PANAS,4,Negative,3.0
149,PANAS,5,Positive,3.0
149,PANAS,6,Negative,3.0
149,PANAS,7,Negative,3.0
149,PANAS,8,Negative,2.0
149,PANAS,9,Positive,3.0
149,PANAS,10,Positive,3.0
149,PANAS,11,Negative,3.0
149,PANAS,12,Positive,3.0
149,PANAS,13,Negative,3.0
149,PANAS,14,Positive,2.0
149,PANAS,15,Negative,3.0
149,PANAS,16,Positive,3.0
149,PANAS,17,Positive,3.0
149,PANAS,18,Negative,3.0
149,PANAS,19,Positive,4.0
149,PANAS,20,Negative,3.0
149,BPAQ,1,Physical,1.0
149,BPAQ,2,Physical,1.0
149,BPAQ,3,Physical,3.0
149,BPAQ,4,Physical,2.0
149,BPAQ,5,Physical,3.0
149,BPAQ,6,Physical,1.0
149,BPAQ,7,Physical,1.0
149,BPAQ,8,Physical,1.0
149,BPAQ,9,Physical,3.0
149,BPAQ,10,Verbal,4.0
149,BPAQ,11,Verbal,3.0
149,BPAQ,12,Verbal,3.0
149,BPAQ,13,Verbal,3.0
149,BPAQ,14,Verbal,3.0
149,BPAQ,15,Anger,4.0
149,BPAQ,16,Anger,4.0
149,BPAQ,17,Anger,4.0
149,BPAQ,18,Anger,2.0
149,BPAQ,19,Anger,3.0
149,BPAQ,20,Anger,3.0
149,BPAQ,21,Anger,3.0
149,BPAQ,22,Hostility,3.0
149,BPAQ,23,Hostility,4.0
149,BPAQ,24,Hostility,3.0
149,BPAQ,25,Hostility,4.0
149,BPAQ,26,Hostility,3.0
149,BPAQ,27,Hostility,4.0
149,BPAQ,28,Hostility,3.0
149,BPAQ,29,Hostility,3.0
149,SSCS,1,Personal Identity,3.0
149,SSCS,2,Personal Identity,4.0
149,SSCS,3,Self-efficacy,3.0
149,SSCS,4,Self-efficacy,4.0
149,SSCS,5,Self-efficacy,4.0
149,SSCS,6,Self-efficacy,4.0
149,SSCS,7,Personal Identity,3.0
149,SSCS,8,Self-efficacy,4.0
149,SSCS,9,Self-efficacy,3.0
149,SSCS,10,Personal Identity,4.0
149,SSCS,11,Personal Identity,4.0
89,BFI,1,Extraversion,3.0
89,BFI,2,Agreeableness,3.0
89,BFI,3,Conscientiousness,5.0
89,BFI,4,Neuroticism,3.0
89,BFI,5,Openness,3.0
89,BFI,6,Extraversion,3.0
89,BFI,7,Agreeableness,4.0
89,BFI,8,Conscientiousness,3.0
89,BFI,9,Neuroticism,3.0
89,BFI,10,Openness,4.0
89,BFI,11,Extraversion,3.0
89,BFI,12,Agreeableness,3.0
89,BFI,13,Conscientiousness,4.0
89,BFI,14,Neuroticism,3.0
89,BFI,15,Openness,3.0
89,BFI,16,Extraversion,5.0
89,BFI,17,Agreeableness,3.0
89,BFI,18,Conscientiousness,3.0
89,BFI,19,Neuroticism,3.0
89,BFI,20,Openness,3.0
89,BFI,21,Extraversion,3.0
89,BFI,22,Agreeableness,3.0
89,BFI,23,Conscientiousness,3.0
89,BFI,24,Neuroticism,3.0
89,BFI,25,Openness,3.0
89,BFI,26,Extraversion,3.0
89,BFI,27,Agreeableness,3.0
89,BFI,28,Conscientiousness,5.0
89,BFI,29,Neuroticism,3.0
89,BFI,30,Openness,4.0
89,BFI,31,Extraversion,3.0
89,BFI,32,Agreeableness,4.0
89,BFI,33,Conscientiousness,4.0
89,BFI,34,Neuroticism,2.0
89,BFI,35,Openness,2.0
89,BFI,36,Extraversion,4.0
89,BFI,37,Agreeableness,3.0
89,BFI,38,Conscientiousness,4.0
89,BFI,39,Neuroticism,3.0
89,BFI,40,Openness,3.0
89,BFI,41,Openness,3.0
89,BFI,42,Agreeableness,4.0
89,BFI,43,Conscientiousness,3.0
89,BFI,44,Openness,3.0
89,PANAS,1,Positive,2.0
89,PANAS,2,Negative,3.0
89,PANAS,3,Positive,2.0
89,PANAS,4,Negative,2.0
89,PANAS,5,Positive,4.0
89,PANAS,6,Negative,3.0
89,PANAS,7,Negative,2.0
89,PANAS,8,Negative,3.0
89,PANAS,9,Positive,2.0
89,PANAS,10,Positive,4.0
89,PANAS,11,Negative,1.0
89,PANAS,12,Positive,4.0
89,PANAS,13,Negative,2.0
89,PANAS,14,Positive,3.0
89,PANAS,15,Negative,3.0
89,PANAS,16,Positive,3.0
89,PANAS,17,Positive,3.0
89,PANAS,18,Negative,3.0
89,PANAS,19,Positive,3.0
89,PANAS,20,Negative,2.0
89,BPAQ,1,Physical,1.0
89,BPAQ,2,Physical,1.0
89,BPAQ,3,Physical,3.0
89,BPAQ,4,Physical,2.0
89,BPAQ,5,Physical,3.0
89,BPAQ,6,Physical,1.0
89,BPAQ,7,Physical,1.0
89,BPAQ,8,Physical,1.0
89,BPAQ,9,Physical,1.0
89,BPAQ,10,Verbal,4.0
89,BPAQ,11,Verbal,3.0
89,BPAQ,12,Verbal,3.0
89,BPAQ,13,Verbal,3.0
89,BPAQ,14,Verbal,4.0
89,BPAQ,15,Anger,4.0
89,BPAQ,16,Anger,4.0
89,BPAQ,17,Anger,3.0
89,BPAQ,18,Anger,2.0
89,BPAQ,19,Anger,3.0
89,BPAQ,20,Anger,3.0
89,BPAQ,21,Anger,3.0
89,BPAQ,22,Hostility,3.0
89,BPAQ,23,Hostility,3.0
89,BPAQ,24,Hostility,3.0
89,BPAQ,25,Hostility,3.0
89,BPAQ,26,Hostility,3.0
89,BPAQ,27,Hostility,4.0
89,BPAQ,28,Hostility,3.0
89,BPAQ,29,Hostility,3.0
89,SSCS,1,Personal Identity,4.0
89,SSCS,2,Personal Identity,4.0
89,SSCS,3,Self-efficacy,4.0
89,SSCS,4,Self-efficacy,5.0
89,SSCS,5,Self-efficacy,3.0
89,SSCS,6,Self-efficacy,4.0
89,SSCS,7,Personal Identity,4.0
89,SSCS,8,Self-efficacy,4.0
89,SSCS,9,Self-efficacy,3.0
89,SSCS,10,Personal Identity,4.0
89,SSCS,11,Personal Identity,4.0
58,BFI,1,Extraversion,4.0
58,BFI,2,Agreeableness,3.0
58,BFI,3,Conscientiousness,4.0
58,BFI,4,Neuroticism,3.0
58,BFI,5,Openness,3.0
58,BFI,6,Extraversion,2.0
58,BFI,7,Agreeableness,5.0
58,BFI,8,Conscientiousness,3.0
58,BFI,9,Neuroticism,2.0
58,BFI,10,Openness,3.0
58,BFI,11,Extraversion,5.0
58,BFI,12,Agreeableness,3.0
58,BFI,13,Conscientiousness,5.0
58,BFI,14,Neuroticism,3.0
58,BFI,15,Openness,3.0
58,BFI,16,Extraversion,4.0
58,BFI,17,Agreeableness,4.0
58,BFI,18,Conscientiousness,3.0
58,BFI,19,Neuroticism,3.0
58,BFI,20,Openness,4.0
58,BFI,21,Extraversion,3.0
58,BFI,22,Agreeableness,4.0
58,BFI,23,Conscientiousness,3.0
58,BFI,24,Neuroticism,3.0
58,BFI,25,Openness,3.0
58,BFI,26,Extraversion,3.0
58,BFI,27,Agreeableness,3.0
58,BFI,28,Conscientiousness,5.0
58,BFI,29,Neuroticism,3.0
58,BFI,30,Openness,4.0
58,BFI,31,Extraversion,3.0
58,BFI,32,Agreeableness,4.0
58,BFI,33,Conscientiousness,3.0
58,BFI,34,Neuroticism,2.0
58,BFI,35,Openness,3.0
58,BFI,36,Extraversion,4.0
58,BFI,37,Agreeableness,3.0
58,BFI,38,Conscientiousness,4.0
58,BFI,39,Neuroticism,3.0
58,BFI,40,Openness,4.0
58,BFI,41,Openness,3.0
58,BFI,42,Agreeableness,4.0
58,BFI,43,Conscientiousness,2.0
58,BFI,44,Openness,3.0
58,PANAS,1,Positive,3.0
58,PANAS,2,Negative,2.0
58,PANAS,3,Positive,4.0
58,PANAS,4,Negative,3.0
58,PANAS,5,Positive,3.0
58,PANAS,6,Negative,3.0
58,PANAS,7,Negative,2.0
58,PANAS,8,Negative,2.0
58,PANAS,9,Positive,4.0
58,PANAS,10,Positive,4.0
58,PANAS,11,Negative,3.0
58,PANAS,12,Positive,3.0
58,PANAS,13,Negative,2.0
58,PANAS,14,Positive,4.0
58,PANAS,15,Negative,3.0
58,PANAS,16,Positive,4.0
58,PANAS,17,Positive,3.0
58,PANAS,18,Negative,3.0
58,PANAS,19,Positive,4.0
58,PANAS,20,Negative,1.0
58,BPAQ,1,Physical,1.0
58,BPAQ,2,Physical,1.0
58,BPAQ,3,Physical,3.0
58,BPAQ,4,Physical,2.0
58,BPAQ,5,Physical,2.0
58,BPAQ,6,Physical,2.0
58,BPAQ,7,Physical,1.0
58,BPAQ,8,Physical,1.0
58,BPAQ,9,Physical,3.0
58,BPAQ,10,Verbal,4.0
58,BPAQ,11,Verbal,4.0
58,BPAQ,12,Verbal,4.0
58,BPAQ,13,Verbal,3.0
58,BPAQ,14,Verbal,4.0
58,BPAQ,15,Anger,4.0
58,BPAQ,16,Anger,3.0
58,BPAQ,17,Anger,3.0
58,BPAQ,18,Anger,2.0
58,BPAQ,19,Anger,3.0
58,BPAQ,20,Anger,3.0
58,BPAQ,21,Anger,3.0
58,BPAQ,22,Hostility,2.0
58,BPAQ,23,Hostility,3.0
58,BPAQ,24,Hostility,3.0
58,BPAQ,25,Hostility,3.0
58,BPAQ,26,Hostility,3.0
58,BPAQ,27,Hostility,4.0
58,BPAQ,28,Hostility,3.0
58,BPAQ,29,Hostility,3.0
58,SSCS,1,Personal Identity,4.0
58,SSCS,2,Personal Identity,4.0
58,SSCS,3,Self-efficacy,3.0
58,SSCS,4,Self-efficacy,4.0
58,SSCS,5,Self-efficacy,4.0
58,SSCS,6,Self-efficacy,4.0
58,SSCS,7,Personal Identity,4.0
58,SSCS,8,Self-efficacy,4.0
58,SSCS,9,Self-efficacy,3.0
58,SSCS,10,Personal Identity,4.0
58,SSCS,11,Personal Identity,4.0
118,BFI,1,Extraversion,3.0
118,BFI,2,Agreeableness,3.0
118,BFI,3,Conscientiousness,4.0
118,BFI,4,Neuroticism,2.0
118,BFI,5,Openness,3.0
118,BFI,6,Extraversion,3.0
118,BFI,7,Agreeableness,5.0
118,BFI,8,Conscientiousness,3.0
118,BFI,9,Neuroticism,3.0
118,BFI,10,Openness,4.0
118,BFI,11,Extraversion,3.0
118,BFI,12,Agreeableness,5.0
118,BFI,13,Conscientiousness,3.0
118,BFI,14,Neuroticism,3.0
118,BFI,15,Openness,3.0
118,BFI,16,Extraversion,3.0
118,BFI,17,Agreeableness,4.0
118,BFI,18,Conscientiousness,3.0
118,BFI,19,Neuroticism,3.0
118,BFI,20,Openness,5.0
118,BFI,21,Extraversion,3.0
118,BFI,22,Agreeableness,5.0
118,BFI,23,Conscientiousness,3.0
118,BFI,24,Neuroticism,3.0
118,BFI,25,Openness,3.0
118,BFI,26,Extraversion,3.0
118,BFI,27,Agreeableness,3.0
118,BFI,28,Conscientiousness,4.0
118,BFI,29,Neuroticism,3.0
118,BFI,30,Openness,5.0
118,BFI,31,Extraversion,4.0
118,BFI,32,Agreeableness,4.0
118,BFI,33,Conscientiousness,3.0
118,BFI,34,Neuroticism,1.0
118,BFI,35,Openness,3.0
118,BFI,36,Extraversion,3.0
118,BFI,37,Agreeableness,4.0
118,BFI,38,Conscientiousness,4.0
118,BFI,39,Neuroticism,3.0
118,BFI,40,Openness,4.0
118,BFI,41,Openness,1.0
118,BFI,42,Agreeableness,5.0
118,BFI,43,Conscientiousness,3.0
118,BFI,44,Openness,3.0
118,PANAS,1,Positive,3.0
118,PANAS,2,Negative,4.0
118,PANAS,3,Positive,3.0
118,PANAS,4,Negative,3.0
118,PANAS,5,Positive,3.0
118,PANAS,6,Negative,3.0
118,PANAS,7,Negative,3.0
118,PANAS,8,Negative,3.0
118,PANAS,9,Positive,3.0
118,PANAS,10,Positive,3.0
118,PANAS,11,Negative,3.0
118,PANAS,12,Positive,3.0
118,PANAS,13,Negative,3.0
118,PANAS,14,Positive,3.0
118,PANAS,15,Negative,3.0
118,PANAS,16,Positive,4.0
118,PANAS,17,Positive,3.0
118,PANAS,18,Negative,3.0
118,PANAS,19,Positive,4.0
118,PANAS,20,Negative,3.0
118,BPAQ,1,Physical,1.0
118,BPAQ,2,Physical,1.0
118,BPAQ,3,Physical,3.0
118,BPAQ,4,Physical,2.0
118,BPAQ,5,Physical,4.0
118,BPAQ,6,Physical,3.0
118,BPAQ,7,Physical,1.0
118,BPAQ,8,Physical,1.0
118,BPAQ,9,Physical,3.0
118,BPAQ,10,Verbal,4.0
118,BPAQ,11,Verbal,4.0
118,BPAQ,12,Verbal,3.0
118,BPAQ,13,Verbal,3.0
118,BPAQ,14,Verbal,3.0
118,BPAQ,15,Anger,4.0
118,BPAQ,16,Anger,3.0
118,BPAQ,17,Anger,3.0
118,BPAQ,18,Anger,2.0
118,BPAQ,19,Anger,2.0
118,BPAQ,20,Anger,3.0
118,BPAQ,21,Anger,3.0
118,BPAQ,22,Hostility,3.0
118,BPAQ,23,Hostility,3.0
118,BPAQ,24,Hostility,4.0
118,BPAQ,25,Hostility,4.0
118,BPAQ,26,Hostility,3.0
118,BPAQ,27,Hostility,4.0
118,BPAQ,28,Hostility,3.0
118,BPAQ,29,Hostility,3.0
118,SSCS,1,Personal Identity,4.0
118,SSCS,2,Personal Identity,4.0
118,SSCS,3,Self-efficacy,4.0
118,SSCS,4,Self-efficacy,4.0
118,SSCS,5,Self-efficacy,4.0
118,SSCS,6,Self-efficacy,4.0
118,SSCS,7,Personal Identity,4.0
118,SSCS,8,Self-efficacy,4.0
118,SSCS,9,Self-efficacy,4.0
118,SSCS,10,Personal Identity,4.0
118,SSCS,11,Personal Identity,4.0
31,BFI,1,Extraversion,3.0
31,BFI,2,Agreeableness,3.0
31,BFI,3,Conscientiousness,3.0
31,BFI,4,Neuroticism,3.0
31,BFI,5,Openness,3.0
31,BFI,6,Extraversion,3.0
31,BFI,7,Agreeableness,3.0
31,BFI,8,Conscientiousness,3.0
31,BFI,9,Neuroticism,3.0
31,BFI,10,Openness,3.0
31,BFI,11,Extraversion,3.0
31,BFI,12,Agreeableness,3.0
31,BFI,13,Conscientiousness,3.0
31,BFI,14,Neuroticism,3.0
31,BFI,15,Openness,3.0
31,BFI,16,Extraversion,3.0
31,BFI,17,Agreeableness,3.0
31,BFI,18,Conscientiousness,3.0
31,BFI,19,Neuroticism,3.0
31,BFI,20,Openness,3.0
31,BFI,21,Extraversion,3.0
31,BFI,22,Agreeableness,3.0
31,BFI,23,Conscientiousness,3.0
31,BFI,24,Neuroticism,3.0
31,BFI,25,Openness,3.0
31,BFI,26,Extraversion,3.0
31,BFI,27,Agreeableness,3.0
31,BFI,28,Conscientiousness,3.0
31,BFI,29,Neuroticism,3.0
31,BFI,30,Openness,1.0
31,BFI,31,Extraversion,3.0
31,BFI,32,Agreeableness,3.0
31,BFI,33,Conscientiousness,3.0
31,BFI,34,Neuroticism,3.0
31,BFI,35,Openness,3.0
31,BFI,36,Extraversion,3.0
31,BFI,37,Agreeableness,3.0
31,BFI,38,Conscientiousness,3.0
31,BFI,39,Neuroticism,3.0
31,BFI,40,Openness,3.0
31,BFI,41,Openness,3.0
31,BFI,42,Agreeableness,3.0
31,BFI,43,Conscientiousness,3.0
31,BFI,44,Openness,3.0
31,PANAS,1,Positive,1.0
31,PANAS,2,Negative,2.0
31,PANAS,3,Positive,1.0
31,PANAS,4,Negative,3.0
31,PANAS,5,Positive,1.0
31,PANAS,6,Negative,3.0
31,PANAS,7,Negative,1.0
31,PANAS,8,Negative,2.0
31,PANAS,9,Positive,1.0
31,PANAS,10,Positive,2.0
31,PANAS,11,Negative,2.0
31,PANAS,12,Positive,3.0
31,PANAS,13,Negative,1.0
31,PANAS,14,Positive,1.0
31,PANAS,15,Negative,2.0
31,PANAS,16,Positive,2.0
31,PANAS,17,Positive,2.0
31,PANAS,18,Negative,2.0
31,PANAS,19,Positive,1.0
31,PANAS,20,Negative,2.0
31,BPAQ,1,Physical,2.0
31,BPAQ,2,Physical,1.0
31,BPAQ,3,Physical,2.0
31,BPAQ,4,Physical,1.0
31,BPAQ,5,Physical,2.0
31,BPAQ,6,Physical,2.0
31,BPAQ,7,Physical,1.0
31,BPAQ,8,Physical,1.0
31,BPAQ,9,Physical,3.0
31,BPAQ,10,Verbal,3.0
31,BPAQ,11,Verbal,3.0
31,BPAQ,12,Verbal,2.0
31,BPAQ,13,Verbal,3.0
31,BPAQ,14,Verbal,3.0
31,BPAQ,15,Anger,3.0
31,BPAQ,16,Anger,2.0
31,BPAQ,17,Anger,3.0
31,BPAQ,18,Anger,3.0
31,BPAQ,19,Anger,3.0
31,BPAQ,20,Anger,3.0
31,BPAQ,21,Anger,3.0
31,BPAQ,22,Hostility,2.0
31,BPAQ,23,Hostility,3.0
31,BPAQ,24,Hostility,2.0
31,BPAQ,25,Hostility,3.0
31,BPAQ,26,Hostility,3.0
31,BPAQ,27,Hostility,3.0
31,BPAQ,28,Hostility,2.0
31,BPAQ,29,Hostility,3.0
31,SSCS,1,Personal Identity,3.0
31,SSCS,2,Personal Identity,3.0
31,SSCS,3,Self-efficacy,3.0
31,SSCS,4,Self-efficacy,3.0
31,SSCS,5,Self-efficacy,3.0
31,SSCS,6,Self-efficacy,3.0
31,SSCS,7,Personal Identity,3.0
31,SSCS,8,Self-efficacy,3.0
31,SSCS,9,Self-efficacy,3.0
31,SSCS,10,Personal Identity,3.0
31,SSCS,11,Personal Identity,3.0
84,BFI,1,Extraversion,3.0
84,BFI,2,Agreeableness,3.0
84,BFI,3,Conscientiousness,3.0
84,BFI,4,Neuroticism,3.0
84,BFI,5,Openness,3.0
84,BFI,6,Extraversion,3.0
84,BFI,7,Agreeableness,3.0
84,BFI,8,Conscientiousness,3.0
84,BFI,9,Neuroticism,3.0
84,BFI,10,Openness,5.0
84,BFI,11,Extraversion,5.0
84,BFI,12,Agreeableness,3.0
84,BFI,13,Conscientiousness,3.0
84,BFI,14,Neuroticism,3.0
84,BFI,15,Openness,3.0
84,BFI,16,Extraversion,5.0
84,BFI,17,Agreeableness,3.0
84,BFI,18,Conscientiousness,3.0
84,BFI,19,Neuroticism,3.0
84,BFI,20,Openness,5.0
84,BFI,21,Extraversion,2.0
84,BFI,22,Agreeableness,3.0
84,BFI,23,Conscientiousness,4.0
84,BFI,24,Neuroticism,3.0
84,BFI,25,Openness,5.0
84,BFI,26,Extraversion,5.0
84,BFI,27,Agreeableness,3.0
84,BFI,28,Conscientiousness,5.0
84,BFI,29,Neuroticism,3.0
84,BFI,30,Openness,5.0
84,BFI,31,Extraversion,3.0
84,BFI,32,Agreeableness,3.0
84,BFI,33,Conscientiousness,3.0
84,BFI,34,Neuroticism,1.0
84,BFI,35,Openness,3.0
84,BFI,36,Extraversion,4.0
84,BFI,37,Agreeableness,3.0
84,BFI,38,Conscientiousness,5.0
84,BFI,39,Neuroticism,3.0
84,BFI,40,Openness,3.0
84,BFI,41,Openness,1.0
84,BFI,42,Agreeableness,3.0
84,BFI,43,Conscientiousness,3.0
84,BFI,44,Openness,3.0
84,PANAS,1,Positive,5.0
84,PANAS,2,Negative,3.0
84,PANAS,3,Positive,3.0
84,PANAS,4,Negative,1.0
84,PANAS,5,Positive,5.0
84,PANAS,6,Negative,1.0
84,PANAS,7,Negative,2.0
84,PANAS,8,Negative,3.0
84,PANAS,9,Positive,5.0
84,PANAS,10,Positive,4.0
84,PANAS,11,Negative,3.0
84,PANAS,12,Positive,5.0
84,PANAS,13,Negative,1.0
84,PANAS,14,Positive,4.0
84,PANAS,15,Negative,1.0
84,PANAS,16,Positive,5.0
84,PANAS,17,Positive,3.0
84,PANAS,18,Negative,3.0
84,PANAS,19,Positive,4.0
84,PANAS,20,Negative,1.0
84,BPAQ,1,Physical,1.0
84,BPAQ,2,Physical,1.0
84,BPAQ,3,Physical,5.0
84,BPAQ,4,Physical,2.0
84,BPAQ,5,Physical,2.0
84,BPAQ,6,Physical,2.0
84,BPAQ,7,Physical,1.0
84,BPAQ,8,Physical,3.0
84,BPAQ,9,Physical,2.0
84,BPAQ,10,Verbal,3.0
84,BPAQ,11,Verbal,4.0
84,BPAQ,12,Verbal,4.0
84,BPAQ,13,Verbal,3.0
84,BPAQ,14,Verbal,4.0
84,BPAQ,15,Anger,4.0
84,BPAQ,16,Anger,3.0
84,BPAQ,17,Anger,3.0
84,BPAQ,18,Anger,2.0
84,BPAQ,19,Anger,3.0
84,BPAQ,20,Anger,3.0
84,BPAQ,21,Anger,1.0
84,BPAQ,22,Hostility,3.0
84,BPAQ,23,Hostility,3.0
84,BPAQ,24,Hostility,5.0
84,BPAQ,25,Hostility,3.0
84,BPAQ,26,Hostility,3.0
84,BPAQ,27,Hostility,4.0
84,BPAQ,28,Hostility,3.0
84,BPAQ,29,Hostility,2.0
84,SSCS,1,Personal Identity,4.0
84,SSCS,2,Personal Identity,4.0
84,SSCS,3,Self-efficacy,4.0
84,SSCS,4,Self-efficacy,4.0
84,SSCS,5,Self-efficacy,4.0
84,SSCS,6,Self-efficacy,4.0
84,SSCS,7,Personal Identity,4.0
84,SSCS,8,Self-efficacy,4.0
84,SSCS,9,Self-efficacy,4.0
84,SSCS,10,Personal Identity,5.0
84,SSCS,11,Personal Identity,4.0
13,BFI,1,Extraversion,3.0
13,BFI,2,Agreeableness,3.0
13,BFI,3,Conscientiousness,4.0
13,BFI,4,Neuroticism,3.0
13,BFI,5,Openness,4.0
13,BFI,6,Extraversion,2.0
13,BFI,7,Agreeableness,3.0
13,BFI,8,Conscientiousness,3.0
13,BFI,9,Neuroticism,3.0
13,BFI,10,Openness,4.0
13,BFI,11,Extraversion,3.0
13,BFI,12,Agreeableness,3.0
13,BFI,13,Conscientiousness,3.0
13,BFI,14,Neuroticism,3.0
13,BFI,15,Openness,3.0
13,BFI,16,Extraversion,3.0
13,BFI,17,Agreeableness,4.0
13,BFI,18,Conscientiousness,3.0
13,BFI,19,Neuroticism,3.0
13,BFI,20,Openness,5.0
13,BFI,21,Extraversion,2.0
13,BFI,22,Agreeableness,3.0
13,BFI,23,Conscientiousness,3.0
13,BFI,24,Neuroticism,2.0
13,BFI,25,Openness,3.0
13,BFI,26,Extraversion,3.0
13,BFI,27,Agreeableness,3.0
13,BFI,28,Conscientiousness,4.0
13,BFI,29,Neuroticism,3.0
13,BFI,30,Openness,4.0
13,BFI,31,Extraversion,3.0
13,BFI,32,Agreeableness,4.0
13,BFI,33,Conscientiousness,3.0
13,BFI,34,Neuroticism,3.0
13,BFI,35,Openness,3.0
13,BFI,36,Extraversion,3.0
13,BFI,37,Agreeableness,3.0
13,BFI,38,Conscientiousness,3.0
13,BFI,39,Neuroticism,4.0
13,BFI,40,Openness,3.0
13,BFI,41,Openness,2.0
13,BFI,42,Agreeableness,3.0
13,BFI,43,Conscientiousness,2.0
13,BFI,44,Openness,3.0
13,PANAS,1,Positive,4.0
13,PANAS,2,Negative,3.0
13,PANAS,3,Positive,3.0
13,PANAS,4,Negative,3.0
13,PANAS,5,Positive,3.0
13,PANAS,6,Negative,3.0
13,PANAS,7,Negative,4.0
13,PANAS,8,Negative,2.0
13,PANAS,9,Positive,3.0
13,PANAS,10,Positive,2.0
13,PANAS,11,Negative,3.0
13,PANAS,12,Positive,3.0
13,PANAS,13,Negative,3.0
13,PANAS,14,Positive,4.0
13,PANAS,15,Negative,3.0
13,PANAS,16,Positive,4.0
13,PANAS,17,Positive,3.0
13,PANAS,18,Negative,3.0
13,PANAS,19,Positive,3.0
13,PANAS,20,Negative,4.0
13,BPAQ,1,Physical,1.0
13,BPAQ,2,Physical,2.0
13,BPAQ,3,Physical,4.0
13,BPAQ,4,Physical,2.0
13,BPAQ,5,Physical,2.0
13,BPAQ,6,Physical,2.0
13,BPAQ,7,Physical,1.0
13,BPAQ,8,Physical,1.0
13,BPAQ,9,Physical,3.0
13,BPAQ,10,Verbal,3.0
13,BPAQ,11,Verbal,3.0
13,BPAQ,12,Verbal,3.0
13,BPAQ,13,Verbal,2.0
13,BPAQ,14,Verbal,3.0
13,BPAQ,15,Anger,4.0
13,BPAQ,16,Anger,4.0
13,BPAQ,17,Anger,4.0
13,BPAQ,18,Anger,2.0
13,BPAQ,19,Anger,2.0
13,BPAQ,20,Anger,3.0
13,BPAQ,21,Anger,3.0
13,BPAQ,22,Hostility,3.0
13,BPAQ,23,Hostility,4.0
13,BPAQ,24,Hostility,3.0
13,BPAQ,25,Hostility,3.0
13,BPAQ,26,Hostility,3.0
13,BPAQ,27,Hostility,4.0
13,BPAQ,28,Hostility,4.0
13,BPAQ,29,Hostility,4.0
13,SSCS,1,Personal Identity,4.0
13,SSCS,2,Personal Identity,4.0
13,SSCS,3,Self-efficacy,3.0
13,SSCS,4,Self-efficacy,4.0
13,SSCS,5,Self-efficacy,4.0
13,SSCS,6,Self-efficacy,4.0
13,SSCS,7,Personal Identity,4.0
13,SSCS,8,Self-efficacy,4.0
13,SSCS,9,Self-efficacy,3.0
13,SSCS,10,Personal Identity,4.0
13,SSCS,11,Personal Identity,3.0
45,BFI,1,Extraversion,3.0
45,BFI,2,Agreeableness,3.0
45,BFI,3,Conscientiousness,3.0
45,BFI,4,Neuroticism,3.0
45,BFI,5,Openness,3.0
45,BFI,6,Extraversion,2.0
45,BFI,7,Agreeableness,3.0
45,BFI,8,Conscientiousness,3.0
45,BFI,9,Neuroticism,2.0
45,BFI,10,Openness,3.0
45,BFI,11,Extraversion,2.0
45,BFI,12,Agreeableness,3.0
45,BFI,13,Conscientiousness,3.0
45,BFI,14,Neuroticism,3.0
45,BFI,15,Openness,3.0
45,BFI,16,Extraversion,3.0
45,BFI,17,Agreeableness,4.0
45,BFI,18,Conscientiousness,3.0
45,BFI,19,Neuroticism,3.0
45,BFI,20,Openness,3.0
45,BFI,21,Extraversion,2.0
45,BFI,22,Agreeableness,3.0
45,BFI,23,Conscientiousness,3.0
45,BFI,24,Neuroticism,3.0
45,BFI,25,Openness,3.0
45,BFI,26,Extraversion,3.0
45,BFI,27,Agreeableness,3.0
45,BFI,28,Conscientiousness,2.0
45,BFI,29,Neuroticism,3.0
45,BFI,30,Openness,3.0
45,BFI,31,Extraversion,3.0
45,BFI,32,Agreeableness,3.0
45,BFI,33,Conscientiousness,3.0
45,BFI,34,Neuroticism,3.0
45,BFI,35,Openness,3.0
45,BFI,36,Extraversion,3.0
45,BFI,37,Agreeableness,3.0
45,BFI,38,Conscientiousness,2.0
45,BFI,39,Neuroticism,3.0
45,BFI,40,Openness,3.0
45,BFI,41,Openness,3.0
45,BFI,42,Agreeableness,3.0
45,BFI,43,Conscientiousness,3.0
45,BFI,44,Openness,3.0
45,PANAS,1,Positive,2.0
45,PANAS,2,Negative,4.0
45,PANAS,3,Positive,2.0
45,PANAS,4,Negative,3.0
45,PANAS,5,Positive,2.0
45,PANAS,6,Negative,3.0
45,PANAS,7,Negative,2.0
45,PANAS,8,Negative,3.0
45,PANAS,9,Positive,2.0
45,PANAS,10,Positive,2.0
45,PANAS,11,Negative,4.0
